performance_id,campaign_id,date,impressions,clicks,leads,conversions,marketing_cost
MP010478,CMP029,2025-09-15,44925,3473,1028,121,17576
MP010479,CMP029,2025-09-16,23082,1618,367,96,17221
MP010480,CMP029,2025-09-17,45882,938,212,57,20318
MP010481,CMP029,2025-09-18,45016,1108,328,72,23168
MP010482,CMP029,2025-09-19,20897,535,113,41,5483
MP010483,CMP029,2025-09-20,13289,765,249,97,5773
MP010484,CMP029,2025-09-21,15473,1178,292,83,13614
MP010485,CMP029,2025-09-22,29138,814,170,17,6565
MP010486,CMP029,2025-09-23,26013,1811,296,44,22872
MP010487,CMP029,2025-09-24,26480,1534,398,77,20800
MP010488,CMP029,2025-09-25,18746,1484,482,48,22758
MP010489,CMP029,2025-09-26,23530,838,249,63,5798
MP010490,CMP029,2025-09-27,30087,928,269,47,21429
MP010491,CMP029,2025-09-28,26332,531,135,23,16287
MP010492,CMP029,2025-09-29,25626,970,192,19,17138
MP010493,CMP029,2025-09-30,14177,832,216,30,15472
MP010494,CMP029,2025-10-01,29234,698,133,25,15796
MP010495,CMP029,2025-10-02,15289,563,143,19,8010
MP010496,CMP029,2025-10-03,33686,1805,531,174,16322
MP010497,CMP029,2025-10-04,5882,302,52,11,8944
MP010498,CMP029,2025-10-05,39773,1889,327,97,5803
MP010499,CMP029,2025-10-06,28518,2103,362,141,14486
MP010500,CMP029,2025-10-07,11673,363,56,5,21141
MP010501,CMP029,2025-10-08,21927,1732,280,63,17244
MP010502,CMP029,2025-10-09,9439,527,133,50,24782
MP010503,CMP029,2025-10-10,18948,820,162,46,18342
MP010504,CMP029,2025-10-11,45957,1514,422,113,23734
MP010505,CMP029,2025-10-12,43267,1951,521,109,21742
MP010506,CMP029,2025-10-13,35504,1541,252,97,9943
MP010507,CMP029,2025-10-14,49196,2497,465,98,24750
MP010508,CMP029,2025-10-15,8174,355,59,16,18525
MP010509,CMP029,2025-10-16,18021,1202,387,43,19383
MP010510,CMP029,2025-10-17,10305,358,91,35,9033
MP010511,CMP029,2025-10-18,18342,1343,306,108,14734
MP010512,CMP029,2025-10-19,45347,1260,224,62,22537
MP010513,CMP029,2025-10-20,9555,418,117,35,23959
MP010514,CMP029,2025-10-21,23819,864,239,61,11801
MP010515,CMP029,2025-10-22,33018,1376,305,40,15034
MP010516,CMP029,2025-10-23,25651,1932,594,130,17216
MP010517,CMP029,2025-10-24,32571,1781,327,79,6039
MP010518,CMP029,2025-10-25,40589,3201,807,107,14618
MP010519,CMP029,2025-10-26,30000,2036,424,69,22501
MP010520,CMP029,2025-10-27,34343,2647,817,280,12479
MP010521,CMP029,2025-10-28,20719,508,92,15,5256
MP010522,CMP029,2025-10-29,23428,786,170,32,12275
MP010523,CMP029,2025-10-30,38957,2930,684,94,23677
MP010524,CMP029,2025-10-31,30335,614,190,28,15629
MP010525,CMP029,2025-11-01,6775,447,151,24,21241
MP010526,CMP029,2025-11-02,6058,253,37,3,15169
MP010527,CMP029,2025-11-03,21066,1539,452,142,19048
MP010528,CMP029,2025-11-04,38757,2016,541,64,21372
MP010529,CMP029,2025-11-05,47750,1580,436,53,10249
MP010530,CMP029,2025-11-06,35415,1996,543,183,24856
MP010531,CMP029,2025-11-07,32424,1521,331,85,21497
MP010532,CMP029,2025-11-08,6896,319,73,22,11341
MP010533,CMP029,2025-11-09,39728,1031,296,96,9824
MP010534,CMP029,2025-11-10,18188,751,123,48,20086
MP010535,CMP029,2025-11-11,6936,185,64,23,10561
MP010536,CMP029,2025-11-12,24307,1436,470,59,20293
MP010537,CMP029,2025-11-13,28719,777,250,75,9541
MP010538,CMP029,2025-11-14,11836,239,71,23,18566
MP010539,CMP029,2025-11-15,17328,1172,292,96,10697
MP010540,CMP029,2025-11-16,38127,1040,264,95,23808
MP010541,CMP029,2025-11-17,30376,630,95,21,18072
MP010542,CMP029,2025-11-18,38043,2904,499,89,20936
MP010543,CMP029,2025-11-19,43534,1062,238,43,17107
MP010544,CMP029,2025-11-20,16262,882,304,64,17367
MP010545,CMP029,2025-11-21,26137,1553,243,78,22889
MP010546,CMP029,2025-11-22,9920,658,132,23,14354
MP010547,CMP029,2025-11-23,11610,913,292,107,19953
MP010548,CMP029,2025-11-24,44616,2705,413,68,9040
MP010549,CMP029,2025-11-25,7705,439,72,23,11951
MP010550,CMP029,2025-11-26,22327,1590,240,93,16329
MP010551,CMP029,2025-11-27,21939,965,279,85,23054
MP010552,CMP029,2025-11-28,42585,1033,358,69,22497
MP010553,CMP029,2025-11-29,21166,817,187,44,15430
MP010554,CMP029,2025-11-30,40336,2350,821,259,20003
MP010555,CMP029,2025-12-01,46576,1485,420,49,10989
MP010556,CMP029,2025-12-02,11550,452,75,28,21526
MP010557,CMP029,2025-12-03,6936,354,107,36,14753
MP010558,CMP029,2025-12-04,8677,500,156,53,23938
MP010559,CMP029,2025-12-05,36230,1967,408,121,5796
MP010560,CMP029,2025-12-06,39813,2838,433,97,19586
MP010561,CMP029,2025-12-07,39343,1494,395,129,12903
MP010562,CMP029,2025-12-08,33758,893,165,42,22232
MP010563,CMP029,2025-12-09,39570,2824,446,117,7631
MP010564,CMP029,2025-12-10,26865,2147,485,172,22711
MP010565,CMP029,2025-12-11,46720,1337,320,112,19405
MP010566,CMP029,2025-12-12,18125,521,114,21,8913
MP010567,CMP029,2025-12-13,36327,2111,514,86,13850
MP010568,CMP029,2025-12-14,36488,1857,647,128,13069
MP010569,CMP029,2025-12-15,17870,584,150,49,10211
MP010570,CMP029,2025-12-16,34463,1614,261,71,20649
MP010571,CMP029,2025-12-17,31771,1525,297,33,22297
MP010572,CMP029,2025-12-18,25244,532,135,46,13986
MP010573,CMP029,2025-12-19,31278,1143,400,41,8766
MP010574,CMP029,2025-12-20,26761,1440,445,119,18313
MP010575,CMP029,2025-12-21,30309,890,162,54,20918
MP010576,CMP029,2025-12-22,38488,2065,527,139,9103
MP010577,CMP029,2025-12-23,25715,1217,351,73,9905
MP010578,CMP029,2025-12-24,22240,1128,312,85,18169
MP010579,CMP029,2025-12-25,34780,1409,302,103,24893
MP010580,CMP029,2025-12-26,8593,645,137,21,18763
MP010581,CMP029,2025-12-27,35944,1829,296,84,5769
MP010582,CMP029,2025-12-28,11481,550,181,34,8414
MP010583,CMP029,2025-12-29,19920,1456,301,86,12647
MP010584,CMP029,2025-12-30,41509,2497,717,208,22223
MP010585,CMP029,2025-12-31,19328,870,287,45,11648
MP010586,CMP030,2025-01-01,40152,2952,841,119,10083
MP010587,CMP030,2025-01-02,28471,1893,412,95,21416
MP010588,CMP030,2025-01-03,32608,1034,299,81,19114
MP010589,CMP030,2025-01-04,10693,274,55,16,18154
MP010590,CMP030,2025-01-05,29440,1606,377,119,23174
MP010591,CMP030,2025-01-06,8395,453,106,22,21076
MP010592,CMP030,2025-01-07,47717,1278,347,132,23993
MP010593,CMP030,2025-01-08,15546,730,146,44,12596
MP010594,CMP030,2025-01-09,46084,2418,364,118,18067
MP010595,CMP030,2025-01-10,7061,167,29,4,19023
MP010596,CMP030,2025-01-11,32039,2404,506,149,6191
MP010597,CMP030,2025-01-12,43369,2644,473,119,24820
MP010598,CMP030,2025-01-13,7376,437,75,7,6538
MP010599,CMP030,2025-01-14,44144,1317,417,91,16652
MP010600,CMP030,2025-01-15,48647,3400,840,163,16135
MP010601,CMP030,2025-01-16,25380,1982,424,51,6791
MP010602,CMP030,2025-01-17,11297,710,238,57,18111
MP010603,CMP030,2025-01-18,13538,940,329,94,14768
MP010604,CMP030,2025-01-19,47651,3782,727,277,5139
MP010605,CMP030,2025-01-20,47382,2236,427,75,16137
MP010606,CMP030,2025-01-21,48595,3734,1123,404,21595
MP010607,CMP030,2025-01-22,34999,1507,254,88,11497
MP010608,CMP030,2025-01-23,15344,417,114,36,17239
MP010609,CMP030,2025-01-24,31205,1790,322,37,19661
MP010610,CMP030,2025-01-25,8874,590,184,22,8864
MP010611,CMP030,2025-01-26,37419,1129,223,54,5030
MP010612,CMP030,2025-01-27,46899,1538,413,45,5735
MP010613,CMP030,2025-01-28,31682,1185,222,40,20020
MP010614,CMP030,2025-01-29,32559,2510,779,142,13034
MP010615,CMP030,2025-01-30,25323,1684,582,136,18562
MP010616,CMP030,2025-01-31,27179,830,234,68,6994
MP010617,CMP030,2025-02-01,25963,913,208,83,21067
MP010618,CMP030,2025-02-02,49034,2058,348,44,18475
MP010619,CMP030,2025-02-03,5974,199,61,17,23776
MP010620,CMP030,2025-02-04,28092,954,326,102,22612
MP010621,CMP030,2025-02-05,37671,2159,506,193,21172
MP010622,CMP030,2025-02-06,25737,1668,345,41,13530
MP010623,CMP030,2025-02-07,9571,543,122,22,22347
MP010624,CMP030,2025-02-08,15793,1096,222,28,8243
MP010625,CMP030,2025-02-09,31172,1183,363,65,5670
MP010626,CMP030,2025-02-10,48179,1971,616,95,24762
MP010627,CMP030,2025-02-11,37440,2623,678,142,14413
MP010628,CMP030,2025-02-12,19893,863,166,53,15128
MP010629,CMP030,2025-02-13,27613,1942,524,186,19043
MP010630,CMP030,2025-02-14,37695,1909,648,77,14664
MP010631,CMP030,2025-02-15,35962,2580,519,118,17889
MP010632,CMP030,2025-02-16,22953,1729,505,88,21709
MP010633,CMP030,2025-02-17,18833,981,173,53,5333
MP010634,CMP030,2025-02-18,31874,1559,271,29,6054
MP010635,CMP030,2025-02-19,44088,3225,935,242,14554
MP010636,CMP030,2025-02-20,16386,955,273,48,23970
MP010637,CMP030,2025-02-21,42350,1861,312,79,13508
MP010638,CMP030,2025-02-22,13594,395,75,23,9149
MP010639,CMP030,2025-02-23,32765,1383,466,135,24806
MP010640,CMP030,2025-02-24,35791,921,184,36,21899
MP010641,CMP030,2025-02-25,43806,1168,175,38,16918
MP010642,CMP030,2025-02-26,35773,1077,253,92,13553
MP010643,CMP030,2025-02-27,19981,940,314,75,17415
MP010644,CMP030,2025-02-28,27955,798,156,29,14398
MP010645,CMP030,2025-03-01,18407,911,206,23,20315
MP010646,CMP030,2025-03-02,6758,398,61,19,12092
MP010647,CMP030,2025-03-03,9660,438,140,35,24999
MP010648,CMP030,2025-03-04,47497,2146,443,126,19739
MP010649,CMP030,2025-03-05,40381,1910,452,50,20485
MP010650,CMP030,2025-03-06,18714,626,112,44,10358
MP010651,CMP030,2025-03-07,9805,299,94,11,10979
MP010652,CMP030,2025-03-08,30785,1246,349,53,8101
MP010653,CMP030,2025-03-09,48254,3057,538,134,13389
MP010654,CMP030,2025-03-10,22208,1459,501,179,24124
MP010655,CMP030,2025-03-11,19248,1335,433,56,20977
MP010656,CMP030,2025-03-12,8816,554,192,20,19547
MP010657,CMP030,2025-03-13,6647,450,114,12,18178
MP010658,CMP030,2025-03-14,13529,664,154,26,19541
MP010659,CMP030,2025-03-15,31520,997,214,46,9259
MP010660,CMP030,2025-03-16,33010,1345,432,82,5108
MP010661,CMP030,2025-03-17,37507,2901,488,113,21091
MP010662,CMP030,2025-03-18,7627,398,124,27,19448
MP010663,CMP030,2025-03-19,44601,3010,961,349,15774
MP010664,CMP030,2025-03-20,15687,1030,320,56,24297
MP010665,CMP030,2025-03-21,45744,2694,603,159,23537
MP010666,CMP030,2025-03-22,12132,773,191,42,14080
MP010667,CMP030,2025-03-23,22544,670,157,47,16872
MP010668,CMP030,2025-03-24,34646,1321,282,79,9810
MP010669,CMP030,2025-03-25,44629,965,169,42,16531
MP010670,CMP030,2025-03-26,11858,560,161,62,23916
MP010671,CMP030,2025-03-27,25555,850,250,61,19625
MP010672,CMP030,2025-03-28,40611,2835,526,144,15862
MP010673,CMP030,2025-03-29,19672,788,170,21,19613
MP010674,CMP030,2025-03-30,42626,1784,303,115,11984
MP010675,CMP030,2025-03-31,47018,2163,742,200,15796
MP010676,CMP030,2025-04-01,30095,2402,392,117,18861
MP010677,CMP030,2025-04-02,11210,699,201,43,6657
MP010678,CMP030,2025-04-03,14338,401,62,6,6420
MP010679,CMP030,2025-04-04,16241,834,260,80,15082
MP010680,CMP030,2025-04-05,48444,3469,1096,291,22098
MP010681,CMP030,2025-04-06,48930,2878,488,49,16502
MP010682,CMP030,2025-04-07,12905,909,168,36,12448
MP010683,CMP030,2025-04-08,38602,990,314,84,11333
MP010684,CMP030,2025-04-09,11262,853,127,33,12070
MP010685,CMP030,2025-04-10,37502,2319,653,118,10590
MP010686,CMP030,2025-04-11,41456,2744,582,185,14403
MP010687,CMP030,2025-04-12,49271,2561,575,102,17950
MP010688,CMP030,2025-04-13,38791,2723,732,122,7911
MP010689,CMP030,2025-04-14,10027,556,103,26,11763
MP010690,CMP030,2025-04-15,40327,2821,560,224,5861
MP010691,CMP030,2025-04-16,34128,2013,529,206,11318
MP010692,CMP030,2025-04-17,11358,544,164,35,13227
MP010693,CMP030,2025-04-18,47869,3450,791,286,8769
MP010694,CMP030,2025-04-19,43909,3190,862,224,15340
MP010695,CMP030,2025-04-20,49468,3342,1168,312,10760
MP010696,CMP030,2025-04-21,46483,2005,642,115,23116
MP010697,CMP030,2025-04-22,23215,476,144,23,21159
MP010698,CMP030,2025-04-23,34278,989,238,80,12488
MP010699,CMP030,2025-04-24,48631,3577,959,365,15859
MP010700,CMP030,2025-04-25,5363,334,57,15,8598
MP010701,CMP030,2025-04-26,40496,1448,395,50,8885
MP010702,CMP030,2025-04-27,7000,238,40,14,22408
MP010703,CMP030,2025-04-28,33479,1596,305,32,20625
MP010704,CMP030,2025-04-29,28273,1750,315,66,14103
MP010705,CMP030,2025-04-30,29463,1437,434,62,18375
MP010706,CMP030,2025-05-01,31373,2118,552,151,5313
MP010707,CMP030,2025-05-02,11045,560,90,31,13857
MP010708,CMP030,2025-05-03,20374,964,144,19,5033
MP010709,CMP030,2025-05-04,17148,1145,338,80,16212
MP010710,CMP030,2025-05-05,34727,2244,691,146,20120
MP010711,CMP030,2025-05-06,29257,1443,418,87,20007
MP010712,CMP030,2025-05-07,17620,637,217,82,14858
MP010713,CMP030,2025-05-08,10478,269,61,6,19195
MP010714,CMP030,2025-05-09,39055,2109,630,68,9977
MP010715,CMP030,2025-05-10,20814,915,150,54,14730
MP010716,CMP030,2025-05-11,32933,2216,691,116,8843
MP010717,CMP030,2025-05-12,25356,1946,539,215,5767
MP010718,CMP030,2025-05-13,32404,2363,404,147,17294
MP010719,CMP030,2025-05-14,26916,989,266,54,5415
MP010720,CMP030,2025-05-15,26101,939,215,42,22798
MP010721,CMP030,2025-05-16,44086,881,257,92,7303
MP010722,CMP030,2025-05-17,46611,2643,548,202,11632
MP010723,CMP030,2025-05-18,9090,567,99,20,6840
MP010724,CMP030,2025-05-19,36391,1183,396,146,6654
MP010725,CMP030,2025-05-20,33300,1481,284,78,24788
MP010726,CMP030,2025-05-21,8577,396,114,40,6890
MP010727,CMP030,2025-05-22,26735,1714,287,62,8880
MP010728,CMP030,2025-05-23,12839,727,229,78,24948
MP010729,CMP030,2025-05-24,33229,2045,409,53,24478
MP010730,CMP030,2025-05-25,42699,2020,514,164,6057
MP010731,CMP030,2025-05-26,42205,2430,708,82,23006
MP010732,CMP030,2025-05-27,35224,1814,587,165,7268
MP010733,CMP030,2025-05-28,14746,447,144,46,12175
MP010734,CMP030,2025-05-29,6205,386,119,45,21943
MP010735,CMP030,2025-05-30,25379,1965,534,168,23454
MP010736,CMP030,2025-05-31,40334,2888,949,172,13387
MP010737,CMP030,2025-06-01,19207,1316,375,116,18214
MP010738,CMP030,2025-06-02,39801,2400,635,238,19116
MP010739,CMP030,2025-06-03,16597,788,182,50,11140
MP010740,CMP030,2025-06-04,20357,432,68,24,19426
MP010741,CMP030,2025-06-05,9246,516,109,41,15910
MP010742,CMP030,2025-06-06,43693,2326,356,49,11370
MP010743,CMP030,2025-06-07,19161,1170,290,48,7878
MP010744,CMP030,2025-06-08,9301,521,126,40,22101
MP010745,CMP030,2025-06-09,9334,469,72,24,10222
MP010746,CMP030,2025-06-10,40042,1547,382,134,18294
MP010747,CMP030,2025-06-11,25223,1751,590,89,12863
MP010748,CMP030,2025-06-12,34450,1015,259,66,6832
MP010749,CMP030,2025-06-13,42217,1984,640,227,10494
MP010750,CMP030,2025-06-14,48510,1857,616,88,17245
MP010751,CMP030,2025-06-15,42359,2519,704,130,20374
MP010752,CMP030,2025-06-16,40303,1157,376,65,8871
MP010753,CMP030,2025-06-17,47838,3459,582,151,8480
MP010754,CMP030,2025-06-18,38597,1076,342,64,17491
MP010755,CMP030,2025-06-19,43024,955,149,31,19421
MP010756,CMP030,2025-06-20,43937,1075,238,78,15003
MP010757,CMP030,2025-06-21,23443,1693,387,45,16374
MP010758,CMP030,2025-06-22,49718,3231,550,139,8219
MP010759,CMP030,2025-06-23,44639,1804,585,123,10102
MP010760,CMP030,2025-06-24,37408,1129,390,129,7380
MP010761,CMP030,2025-06-25,45779,1572,457,181,24546
MP010762,CMP030,2025-06-26,8561,192,67,22,18957
MP010763,CMP030,2025-06-27,49443,1192,341,88,22125
MP010764,CMP030,2025-06-28,9758,493,112,16,19054
MP010765,CMP030,2025-06-29,46856,2684,800,104,8369
MP010766,CMP030,2025-06-30,36254,2636,550,210,14119
MP010767,CMP030,2025-07-01,15694,315,99,37,20361
MP010768,CMP030,2025-07-02,8286,450,70,17,22002
MP010769,CMP030,2025-07-03,27586,1686,330,68,5381
MP010770,CMP030,2025-07-04,21708,1710,587,180,20876
MP010771,CMP030,2025-07-05,49837,3410,841,263,20865
MP010772,CMP030,2025-07-06,16576,622,93,10,12552
MP010773,CMP030,2025-07-07,8848,378,66,17,7113
MP010774,CMP030,2025-07-08,39073,2475,418,98,16388
MP010775,CMP030,2025-07-09,43632,3159,1096,331,10835
MP010776,CMP030,2025-07-10,14983,1001,229,60,20343
MP010777,CMP030,2025-07-11,32482,1189,343,46,24989
MP010778,CMP030,2025-07-12,22726,1661,426,96,10935
MP010779,CMP030,2025-07-13,28782,729,255,29,7711
MP010780,CMP030,2025-07-14,5656,182,52,12,11955
MP010781,CMP030,2025-07-15,22193,1718,325,50,19518
MP010782,CMP030,2025-07-16,36871,2676,457,181,15727
MP010783,CMP030,2025-07-17,42830,2109,663,108,18849
MP010784,CMP030,2025-07-18,38171,1468,340,112,16809
MP010785,CMP030,2025-07-19,29296,1125,218,56,13390
MP010786,CMP030,2025-07-20,40272,1549,278,57,22124
MP010787,CMP030,2025-07-21,46522,947,172,24,15267
MP010788,CMP030,2025-07-22,47464,2337,594,162,24727
MP010789,CMP030,2025-07-23,23118,666,193,74,8363
MP010790,CMP030,2025-07-24,18809,1493,408,87,13140
MP010791,CMP030,2025-07-25,15295,514,137,36,5456
MP010792,CMP030,2025-07-26,38045,1643,558,181,12936
MP010793,CMP030,2025-07-27,12694,726,189,75,10466
MP010794,CMP030,2025-07-28,25956,825,179,26,14134
MP010795,CMP030,2025-07-29,20383,921,316,49,8145
MP010796,CMP030,2025-07-30,18403,1083,366,130,20812
MP010797,CMP030,2025-07-31,42755,2626,726,183,10432
MP010798,CMP030,2025-08-01,41156,849,252,50,12297
MP010799,CMP030,2025-08-02,29496,627,95,22,13487
MP010800,CMP030,2025-08-03,26344,2105,481,181,6451
MP010801,CMP030,2025-08-04,24976,1560,321,110,14588
MP010802,CMP030,2025-08-05,7730,397,128,22,22019
MP010803,CMP030,2025-08-06,29840,979,239,67,22090
MP010804,CMP030,2025-08-07,33880,2209,423,90,19804
MP010805,CMP030,2025-08-08,6526,522,132,23,16835
MP010806,CMP030,2025-08-09,38203,2660,621,159,5637
MP010807,CMP030,2025-08-10,39313,1033,248,69,22645
MP010808,CMP030,2025-08-11,13714,966,178,43,9705
MP010809,CMP030,2025-08-12,18294,534,132,42,17231
MP010810,CMP030,2025-08-13,6316,158,28,7,11486
MP010811,CMP030,2025-08-14,13891,928,254,28,12046
MP010812,CMP030,2025-08-15,24709,689,176,45,20623
MP010813,CMP030,2025-08-16,27116,2092,507,189,21689
MP010814,CMP030,2025-08-17,49279,2711,622,186,7940
MP010815,CMP030,2025-08-18,20490,1309,437,45,22203
MP010816,CMP030,2025-08-19,7033,554,171,38,13132
MP010817,CMP030,2025-08-20,38153,1517,503,199,23047
MP010818,CMP030,2025-08-21,9931,378,75,27,12307
MP010819,CMP030,2025-08-22,48185,3468,919,260,19840
MP010820,CMP030,2025-08-23,28839,2306,444,168,17744
MP010821,CMP030,2025-08-24,22683,1043,241,38,10194
MP010822,CMP030,2025-08-25,46042,2262,535,92,10538
MP010823,CMP030,2025-08-26,15039,312,72,15,18364
MP010824,CMP030,2025-08-27,21802,986,180,55,23539
MP010825,CMP030,2025-08-28,30339,855,181,51,6863
MP010826,CMP030,2025-08-29,34331,993,291,115,17323
MP010827,CMP030,2025-08-30,7907,626,186,45,23687
MP010828,CMP030,2025-08-31,43838,1705,564,209,13617
MP010829,CMP030,2025-09-01,27273,697,113,35,22343
MP010830,CMP030,2025-09-02,18086,1423,290,107,9616
MP010831,CMP030,2025-09-03,9627,582,105,34,5482
MP010832,CMP030,2025-09-04,25062,1922,382,100,21608
MP010833,CMP030,2025-09-05,29461,2024,556,82,6875
MP010834,CMP030,2025-09-06,21086,1284,289,109,5408
MP010835,CMP030,2025-09-07,28612,1343,371,120,18604
MP010836,CMP030,2025-09-08,16547,653,105,34,14833
MP010837,CMP030,2025-09-09,9804,339,77,17,10508
MP010838,CMP030,2025-09-10,40855,2982,1006,398,5054
MP010839,CMP030,2025-09-11,49391,3233,1010,366,17569
MP010840,CMP030,2025-09-12,7035,408,69,8,5118
MP010841,CMP030,2025-09-13,35172,1110,238,45,11695
MP010842,CMP030,2025-09-14,31231,676,163,65,18565
MP010843,CMP030,2025-09-15,38511,890,262,68,23296
MP010844,CMP030,2025-09-16,48407,3038,748,140,13912
MP010845,CMP030,2025-09-17,18724,1373,273,41,11501
MP010846,CMP030,2025-09-18,16389,768,241,87,18653
MP010847,CMP030,2025-09-19,18920,836,143,51,7487
MP010848,CMP030,2025-09-20,49823,3061,515,128,12632
MP010849,CMP030,2025-09-21,38585,1987,655,126,6528
MP010850,CMP030,2025-09-22,43749,2794,918,259,17314
MP010851,CMP030,2025-09-23,38594,1841,366,51,23196
MP010852,CMP030,2025-09-24,12964,828,132,17,22223
MP010853,CMP030,2025-09-25,35967,1862,515,93,24607
MP010854,CMP030,2025-09-26,10996,452,80,11,10226
MP010855,CMP030,2025-09-27,30326,1336,425,121,17702
MP010856,CMP030,2025-09-28,5483,220,36,5,11963
MP010857,CMP030,2025-09-29,12005,376,65,21,22295
MP010858,CMP030,2025-09-30,12426,706,109,29,10823
MP010859,CMP030,2025-10-01,21023,707,232,63,22232
MP010860,CMP030,2025-10-02,40680,3071,554,75,22467
MP010861,CMP030,2025-10-03,25805,1767,350,38,18582
MP010862,CMP030,2025-10-04,19329,435,98,12,17486
MP010863,CMP030,2025-10-05,27548,816,238,44,17984
MP010864,CMP030,2025-10-06,10860,783,262,39,5317
MP010865,CMP030,2025-10-07,42669,2262,454,69,6393
MP010866,CMP030,2025-10-08,6219,159,52,10,15612
MP010867,CMP030,2025-10-09,9222,414,112,21,10115
MP010868,CMP030,2025-10-10,17777,391,67,12,19705
MP010869,CMP030,2025-10-11,7096,231,35,12,23350
MP010870,CMP030,2025-10-12,10961,830,203,20,7449
MP010871,CMP030,2025-10-13,23169,1257,345,83,7698
MP010872,CMP030,2025-10-14,20480,1234,194,48,21231
MP010873,CMP030,2025-10-15,14360,789,158,17,14251
MP010874,CMP030,2025-10-16,28885,676,102,23,11707
MP010875,CMP030,2025-10-17,49905,2435,482,109,11776
MP010876,CMP030,2025-10-18,28751,630,108,35,11143
MP010877,CMP030,2025-10-19,32604,922,221,30,6168
MP010878,CMP030,2025-10-20,25467,1689,392,87,8916
MP010879,CMP030,2025-10-21,36807,1736,278,73,7445
MP010880,CMP030,2025-10-22,27146,747,164,30,9114
MP010881,CMP030,2025-10-23,6921,440,116,39,11652
MP010882,CMP030,2025-10-24,8611,325,85,8,20655
MP010883,CMP030,2025-10-25,25276,696,155,36,23581
MP010884,CMP030,2025-10-26,46403,2646,820,168,12826
MP010885,CMP030,2025-10-27,20499,1562,259,53,17579
MP010886,CMP030,2025-10-28,19764,1454,403,101,14107
MP010887,CMP030,2025-10-29,18147,815,276,39,24269
MP010888,CMP030,2025-10-30,25977,1551,241,25,5906
MP010889,CMP030,2025-10-31,41216,2046,358,85,9640
MP010890,CMP030,2025-11-01,49673,2537,629,154,6435
MP010891,CMP030,2025-11-02,11063,538,135,46,12902
MP010892,CMP030,2025-11-03,47492,1445,353,85,16885
MP010893,CMP030,2025-11-04,5356,116,24,6,17129
MP010894,CMP030,2025-11-05,28642,1618,390,88,14423
MP010895,CMP030,2025-11-06,47128,1602,270,39,21449
MP010896,CMP030,2025-11-07,11917,899,287,30,9602
MP010897,CMP030,2025-11-08,18999,725,108,16,17297
MP010898,CMP030,2025-11-09,27810,771,268,92,22942
MP010899,CMP030,2025-11-10,44583,919,240,26,24458
MP010900,CMP030,2025-11-11,12346,744,200,22,19956
MP010901,CMP030,2025-11-12,27514,795,267,46,17775
MP010902,CMP030,2025-11-13,35243,2642,758,280,5684
MP010903,CMP030,2025-11-14,23387,1288,241,74,10226
MP010904,CMP030,2025-11-15,48376,1562,497,121,11431
MP010905,CMP030,2025-11-16,44590,2657,752,183,22626
MP010906,CMP030,2025-11-17,46710,3219,993,183,5332
MP010907,CMP030,2025-11-18,14318,289,59,22,20930
MP010908,CMP030,2025-11-19,10264,235,49,16,16120
MP010909,CMP030,2025-11-20,19908,980,271,75,14678
MP010910,CMP030,2025-11-21,10792,473,107,19,20368
MP010911,CMP030,2025-11-22,12536,952,291,85,14680
MP010912,CMP030,2025-11-23,27093,987,164,34,16905
MP010913,CMP030,2025-11-24,43041,2368,536,56,23347
MP010914,CMP030,2025-11-25,8337,191,37,13,5605
MP010915,CMP030,2025-11-26,32953,2131,617,150,14994
MP010916,CMP030,2025-11-27,35832,1517,388,92,13332
MP010917,CMP030,2025-11-28,13862,1107,280,45,24447
MP010918,CMP030,2025-11-29,21659,849,232,34,6245
MP010919,CMP030,2025-11-30,44990,1000,294,95,10226
MP010920,CMP030,2025-12-01,22109,1104,179,58,22089
MP010921,CMP030,2025-12-02,12630,522,168,43,14736
MP010922,CMP030,2025-12-03,33963,763,152,27,18708
MP010923,CMP030,2025-12-04,5395,332,86,11,21121
MP010924,CMP030,2025-12-05,8882,615,93,14,10683
MP010925,CMP030,2025-12-06,28789,922,223,63,11624
MP010926,CMP030,2025-12-07,48302,3662,631,111,13342
MP010927,CMP030,2025-12-08,11114,682,209,43,11118
MP010928,CMP030,2025-12-09,40781,930,286,72,14803
MP010929,CMP030,2025-12-10,9539,693,197,36,6034
MP010930,CMP030,2025-12-11,11305,623,124,40,6185
MP010931,CMP030,2025-12-12,28002,2139,601,128,23168
MP010932,CMP030,2025-12-13,15795,881,161,44,11158
MP010933,CMP030,2025-12-14,45210,1740,369,132,18307
MP010934,CMP030,2025-12-15,45529,3492,628,68,22798
MP010935,CMP030,2025-12-16,15723,1134,319,85,16598
MP010936,CMP030,2025-12-17,33447,2618,503,84,6995
MP010937,CMP030,2025-12-18,30085,1184,275,62,18395
MP010938,CMP030,2025-12-19,36425,2268,472,165,23186
MP010939,CMP030,2025-12-20,28304,1349,288,70,6564
MP010940,CMP030,2025-12-21,41377,1898,464,60,7547
MP010941,CMP030,2025-12-22,47517,2202,456,84,16671
MP010942,CMP030,2025-12-23,35704,777,264,100,10591
MP010943,CMP030,2025-12-24,38727,2543,442,46,9726
MP010944,CMP030,2025-12-25,39142,2192,649,149,8508
MP010945,CMP030,2025-12-26,21441,916,272,46,15562
MP010946,CMP030,2025-12-27,49792,2361,426,44,13064
MP010947,CMP030,2025-12-28,17167,1181,263,98,8860
MP010948,CMP030,2025-12-29,40174,1303,213,65,11084
MP010949,CMP030,2025-12-30,39739,1634,554,65,16103
